name	system	score	length	NonEffector.prob	T1SE.prob	T2SE.prob	T3SE.prob	T4SE.prob	T6SE.prob	assembly	replicon	protein_id	location	annotation	locus_tag	gene
AM039952.1_prot_0920	VI	0.5575	194	0.2993	0.0486	0.0192	0.0646	0.0109	0.5575	GCA_000009165	AM039952.1	CAJ22551.1	complement(1049818..1050402)	conserved hypothetical protein	XCV0920	
AM039952.1_prot_0922	II	0.486	301	0.4302	0.0077	0.486	0.0358	0.0129	0.0274	GCA_000009165	AM039952.1	CAJ22553.1	complement(1051232..1052137)	putative secreted protein	XCV0922	
AM039952.1_prot_0929	III	0.9584	105	0.0169	0.0003	0.0002	0.9584	0.0053	0.0189	GCA_000009165	AM039952.1	CAJ22560.1	complement(1057499..1057816)	hypothetical protein	XCV0929	
AM039952.1_prot_0959	II	0.9425	577	0.0061	0.0428	0.9425	0.0024	0.004	0.0023	GCA_000009165	AM039952.1	CAJ22590.1	1088522..1090255	extracellular protease precursor	XCV0959	
AM039952.1_prot_0960	II	0.9429	469	0.0121	0.0339	0.9429	0.0042	0.0045	0.0024	GCA_000009165	AM039952.1	CAJ22591.1	1090514..1091923	extracellular protease precursor	XCV0960	
AM039952.1_prot_0961	II	0.8988	565	0.0204	0.0424	0.8988	0.0067	0.0029	0.0288	GCA_000009165	AM039952.1	CAJ22592.1	1092266..1093963	extracellular protease precursor	XCV0961	
AM039952.1_prot_0964	III	0.5277	83	0.1689	0.0006	0.0002	0.5277	0.271	0.0316	GCA_000009165	AM039952.1	CAJ22595.1	1095312..1095563	hypothetical protein	XCV0964	
AM039952.1_prot_0965	II	0.793	406	0.1472	0.0076	0.793	0.014	0.0142	0.024	GCA_000009165	AM039952.1	CAJ22596.1	1095634..1096854	Xylanase precursor	XCV0965	
AM039952.1_prot_0967	III	0.807	198	0.1745	0.0049	0.0016	0.807	0.0065	0.0055	GCA_000009165	AM039952.1	CAJ22598.1	complement(1097418..1098014)	Flavoprotein WrbA (Trp repressor binding protein)	XCV0967	wrbA
AM039952.1_prot_0978	VI	0.5696	217	0.4064	0.0012	0.0083	0.0093	0.0052	0.5696	GCA_000009165	AM039952.1	CAJ22609.1	1109125..1109778	outer membrane lipoprotein receptor LolB	XCV0978	lolB
AM039952.1_prot_1038	III	0.6123	125	0.3107	0.0004	0.0002	0.6123	0.0728	0.0035	GCA_000009165	AM039952.1	CAJ22669.1	complement(1164652..1165029)	hypothetical protein	XCV1038	
AM039952.1_prot_1045	VI	0.4926	130	0.1019	0.0043	0.001	0.3924	0.0077	0.4926	GCA_000009165	AM039952.1	CAJ22676.1	complement(1171509..1171901)	conserved hypothetical protein	XCV1045	
AM039952.1_prot_1054	II	0.6319	699	0.133	0.0513	0.6319	0.1093	0.0026	0.0719	GCA_000009165	AM039952.1	CAJ22685.1	1182652..1184751	phospholipase C precursor	XCV1054	phlN1
AM039952.1_prot_1055	III	0.9999	211	0.0	0.0	0.0	0.9999	0.0001	0.0	GCA_000009165	AM039952.1	CAJ22686.1	1184982..1185617	Xanthomonas outer protein O	XCV1055	xopO
AM039952.1_prot_1063	III	0.9609	146	0.0046	0.0001	0.0	0.9609	0.0222	0.0122	GCA_000009165	AM039952.1	CAJ22694.1	1193089..1193529	hypothetical protein	XCV1063	
AM039952.1_prot_1064	II	0.8351	417	0.0242	0.0115	0.8351	0.014	0.0445	0.0707	GCA_000009165	AM039952.1	CAJ22695.1	1193597..1194850	putative secreted protein	XCV1064	
AM039952.1_prot_1088	III	0.5318	218	0.4572	0.0012	0.0018	0.5318	0.0059	0.0021	GCA_000009165	AM039952.1	CAJ22719.1	1224116..1224772	conserved hypothetical protein	XCV1088	
AM039952.1_prot_1100	III	0.6051	118	0.3469	0.0008	0.0007	0.6051	0.0397	0.0069	GCA_000009165	AM039952.1	CAJ22731.1	1234982..1235338	putative transcriptional regulator, XRE family	XCV1100	
AM039952.1_prot_1116	VI	0.9716	193	0.0063	0.0018	0.0006	0.013	0.0068	0.9716	GCA_000009165	AM039952.1	CAJ22747.1	1247634..1248215	hypothetical protein	XCV1116	
AM039952.1_prot_1117	III	0.8807	309	0.0007	0.0007	0.0001	0.8807	0.1138	0.0039	GCA_000009165	AM039952.1	CAJ22748.1	1248208..1249137	conserved hypothetical protein	XCV1117	
AM039952.1_prot_1159	VI	0.4543	185	0.3877	0.004	0.0006	0.1215	0.0318	0.4543	GCA_000009165	AM039952.1	CAJ22790.1	1289614..1290171	hypothetical protein	XCV1159	
AM039952.1_prot_1195	III	0.9621	88	0.0251	0.0003	0.0001	0.9621	0.0059	0.0066	GCA_000009165	AM039952.1	CAJ22826.1	1337724..1337990	conserved hypothetical protein	XCV1195	
AM039952.1_prot_1196	III	0.9999	517	0.0	0.0	0.0	0.9999	0.0	0.0	GCA_000009165	AM039952.1	CAJ22827.1	complement(1338223..1339776)	putative serine/threonine protein kinase	XCV1196	
AM039952.1_prot_1197	III	0.6052	165	0.1078	0.0012	0.0002	0.6052	0.0664	0.2192	GCA_000009165	AM039952.1	CAJ22828.1	1339925..1340422	conserved hypothetical protein	XCV1197	
AM039952.1_prot_1207	III	0.582	209	0.3801	0.0023	0.0029	0.582	0.0146	0.018	GCA_000009165	AM039952.1	CAJ22838.1	1352364..1352993	conserved hypothetical protein	XCV1207	
AM039952.1_prot_1219	III	0.9312	114	0.0111	0.0045	0.0007	0.9312	0.0401	0.0124	GCA_000009165	AM039952.1	CAJ22850.1	1366475..1366819	conserved hypothetical protein	XCV1219	
AM039952.1_prot_1220	VI	0.5515	167	0.1772	0.0381	0.0013	0.0287	0.2032	0.5515	GCA_000009165	AM039952.1	CAJ22851.1	1366982..1367485	conserved hypothetical protein	XCV1220	
AM039952.1_prot_1229	III	0.9108	140	0.0041	0.0004	0.0002	0.9108	0.0012	0.0833	GCA_000009165	AM039952.1	CAJ22860.1	1377574..1377996	hypothetical protein	XCV1229	
AM039952.1_prot_1232	II	0.4741	706	0.4265	0.0072	0.4741	0.0109	0.0231	0.0583	GCA_000009165	AM039952.1	CAJ22863.1	1381796..1383916	putative dipeptidyl peptidase	XCV1232	
AM039952.1_prot_1233	III	0.9762	135	0.0024	0.0027	0.0007	0.9762	0.0056	0.0125	GCA_000009165	AM039952.1	CAJ22864.1	complement(1384156..1384563)	conserved hypothetical protein	XCV1233	
AM039952.1_prot_1236	III	0.9994	658	0.0	0.0	0.0	0.9994	0.0005	0.0	GCA_000009165	AM039952.1	CAJ22867.1	1386857..1388833	Xanthomonas outer protein P	XCV1236	xopP
AM039952.1_prot_1237	VI	0.7088	222	0.0295	0.0041	0.0015	0.2494	0.0068	0.7088	GCA_000009165	AM039952.1	CAJ22868.1	complement(1389326..1389994)	conserved hypothetical protein	XCV1237	
AM039952.1_prot_1238	III	0.8931	215	0.0426	0.0011	0.0002	0.8931	0.0521	0.0109	GCA_000009165	AM039952.1	CAJ22869.1	complement(1389991..1390638)	conserved hypothetical protein	XCV1238	
AM039952.1_prot_1248	III	0.9811	134	0.0039	0.0005	0.0002	0.9811	0.0104	0.0039	GCA_000009165	AM039952.1	CAJ22879.1	1406168..1406572	conserved hypothetical protein	XCV1248	
AM039952.1_prot_1255	III	0.9818	163	0.0015	0.0012	0.0004	0.9818	0.0066	0.0086	GCA_000009165	AM039952.1	CAJ22886.1	complement(1415836..1416327)	conserved hypothetical protein	XCV1255	
AM039952.1_prot_1265	III	0.4667	208	0.4019	0.0295	0.0164	0.4667	0.0021	0.0833	GCA_000009165	AM039952.1	CAJ22896.1	complement(1423677..1424303)	putative D-alanyl-D-alanine carboxypeptidase	XCV1265	
AM039952.1_prot_1272	II	0.6426	443	0.0656	0.0223	0.6426	0.0211	0.0218	0.2267	GCA_000009165	AM039952.1	CAJ22903.1	complement(1429499..1430830)	conserved hypothetical protein	XCV1272	
AM039952.1_prot_1275	II	0.408	161	0.3518	0.0018	0.408	0.0055	0.2106	0.0223	GCA_000009165	AM039952.1	CAJ22906.1	complement(1432496..1432981)	putative secreted protein	XCV1275	
AM039952.1_prot_1298	III	0.9685	213	0.0	0.0136	0.0006	0.9685	0.0002	0.0171	GCA_000009165	AM039952.1	CAJ22929.1	1455851..1456492	conserved hypothetical protein	XCV1298	
AM039952.1_prot_1299	II	0.8283	292	0.1437	0.005	0.8283	0.0022	0.0188	0.0021	GCA_000009165	AM039952.1	CAJ22930.1	1456980..1457858	putative secreted protein	XCV1299	
AM039952.1_prot_1314	III	0.8253	263	0.1639	0.0006	0.0005	0.8253	0.0072	0.0026	GCA_000009165	AM039952.1	CAJ22945.1	complement(1473306..1474097)	transcriptional regulator HrpG	XCV1314	hrpG
AM039952.1_prot_1315	III	0.9333	476	0.0567	0.0004	0.0008	0.9333	0.0021	0.0067	GCA_000009165	AM039952.1	CAJ22946.1	1474927..1476357	AraC-type transcriptional regulator HrpX	XCV1315	hrpXv
AM039952.1_prot_1317	III	0.595	774	0.1025	0.0016	0.0011	0.595	0.1235	0.1763	GCA_000009165	AM039952.1	CAJ22948.1	1478463..1480787	conserved hypothetical protein	XCV1317	
AM039952.1_prot_1318	III	0.6372	120	0.2546	0.0011	0.0001	0.6372	0.0339	0.0731	GCA_000009165	AM039952.1	CAJ22949.1	1480827..1481189	hypothetical protein	XCV1318	
AM039952.1_prot_1340	III	0.8624	80	0.086	0.0041	0.0007	0.8624	0.0003	0.0464	GCA_000009165	AM039952.1	CAJ22971.1	1507088..1507330	2-nitropropane dioxygenase (C-terminal fragment)	XCV1340	
AM039952.1_prot_1351	III	0.9542	204	0.0291	0.0102	0.0014	0.9542	0.0022	0.0029	GCA_000009165	AM039952.1	CAJ22982.1	complement(1517393..1518007)	conserved hypothetical protein	XCV1351	
AM039952.1_prot_1353	VI	0.6122	933	0.193	0.0104	0.1746	0.0017	0.0081	0.6122	GCA_000009165	AM039952.1	CAJ22984.1	1521924..1524725	putative secreted protein	XCV1353	
AM039952.1_prot_1360	II	0.5521	403	0.3911	0.0051	0.5521	0.017	0.012	0.0226	GCA_000009165	AM039952.1	CAJ22991.1	complement(1534486..1535697)	putative galactosidase precursor	XCV1360	
AM039952.1_prot_1378	VI	0.4477	162	0.4057	0.0056	0.0016	0.0011	0.1383	0.4477	GCA_000009165	AM039952.1	CAJ23009.1	1558432..1558920	hypothetical protein	XCV1378	
AM039952.1_prot_1380	III	0.717	240	0.2669	0.0004	0.0008	0.717	0.0064	0.0084	GCA_000009165	AM039952.1	CAJ23011.1	complement(1560181..1560903)	putative two-component system response regulator	XCV1380	
AM039952.1_prot_1389	VI	0.8417	68	0.0943	0.0352	0.0018	0.0187	0.0082	0.8417	GCA_000009165	AM039952.1	CAJ23020.1	1569254..1569460	cold shock protein	XCV1389	scoF
AM039952.1_prot_1396	III	0.8106	121	0.096	0.008	0.0007	0.8106	0.0198	0.0649	GCA_000009165	AM039952.1	CAJ23027.1	complement(1577215..1577580)	conserved hypothetical protein	XCV1396	
AM039952.1_prot_1397	VI	0.5798	185	0.1145	0.0351	0.0019	0.2481	0.0205	0.5798	GCA_000009165	AM039952.1	CAJ23028.1	complement(1577577..1578134)	conserved hypothetical protein	XCV1397	
AM039952.1_prot_1405	III	0.7865	209	0.2061	0.0006	0.0014	0.7865	0.0022	0.0032	GCA_000009165	AM039952.1	CAJ23036.1	complement(1588177..1588806)	conserved hypothetical protein	XCV1405	
AM039952.1_prot_1407	III	0.8385	84	0.1478	0.0015	0.0012	0.8385	0.0088	0.0022	GCA_000009165	AM039952.1	CAJ23038.1	complement(1589417..1589671)	conserved hypothetical protein	XCV1407	
AM039952.1_prot_1410	III	0.8252	61	0.1092	0.002	0.0004	0.8252	0.0588	0.0044	GCA_000009165	AM039952.1	CAJ23041.1	complement(1591313..1591498)	hypothetical protein	XCV1410	
AM039952.1_prot_1412	VI	0.4582	49	0.4248	0.0322	0.0008	0.0766	0.0074	0.4582	GCA_000009165	AM039952.1	CAJ23043.1	complement(1593217..1593366)	peptidylprolyl isomerase (C-terminal fragment)	XCV1412	
AM039952.1_prot_1416	VI	0.4707	87	0.3433	0.0009	0.0002	0.1722	0.0127	0.4707	GCA_000009165	AM039952.1	CAJ23047.1	1595801..1596064	hypothetical protein	XCV1416	
AM039952.1_prot_1419	III	0.8314	105	0.0788	0.0019	0.0005	0.8314	0.0743	0.0131	GCA_000009165	AM039952.1	CAJ23050.1	1598638..1598955	conserved hypothetical protein	XCV1419	
AM039952.1_prot_1420	III	0.367	151	0.2733	0.0077	0.0023	0.367	0.1853	0.1643	GCA_000009165	AM039952.1	CAJ23051.1	1599175..1599630	conserved hypothetical protein	XCV1420	
AM039952.1_prot_1438	VI	0.5298	262	0.171	0.0012	0.1837	0.0801	0.0342	0.5298	GCA_000009165	AM039952.1	CAJ23069.1	complement(1616150..1616938)	putative secreted protein	XCV1438	
AM039952.1_prot_1446	III	0.9497	226	0.0066	0.0046	0.0003	0.9497	0.0224	0.0165	GCA_000009165	AM039952.1	CAJ23077.1	1624150..1624830	hypothetical protein	XCV1446	
AM039952.1_prot_1447	III	0.5471	141	0.0005	0.1346	0.0034	0.5471	0.0002	0.3142	GCA_000009165	AM039952.1	CAJ23078.1	1624887..1625312	hypothetical protein	XCV1447	
AM039952.1_prot_1481	II	0.3213	344	0.1116	0.2112	0.3213	0.0207	0.0217	0.3136	GCA_000009165	AM039952.1	CAJ23112.1	complement(1664453..1665487)	putative secreted protein	XCV1481	
AM039952.1_prot_1484	II	0.8993	174	0.0212	0.0499	0.8993	0.0079	0.0126	0.0091	GCA_000009165	AM039952.1	CAJ23115.1	complement(1668631..1669155)	putative secreted protein	XCV1484	
AM039952.1_prot_1491	II	0.4439	368	0.2023	0.0105	0.4439	0.0591	0.2189	0.0654	GCA_000009165	AM039952.1	CAJ23122.1	complement(1678054..1679160)	putative secreted protein	XCV1491	
AM039952.1_prot_1504	III	0.7158	153	0.0793	0.001	0.0976	0.7158	0.0759	0.0305	GCA_000009165	AM039952.1	CAJ23135.1	1695957..1696418	putative secreted protein	XCV1504	
AM039952.1_prot_1509	III	0.9817	62	0.0057	0.0014	0.0004	0.9817	0.0101	0.0006	GCA_000009165	AM039952.1	CAJ23140.1	complement(1703762..1703950)	conserved hypothetical protein	XCV1509	
AM039952.1_prot_1539	III	0.9125	331	0.0736	0.0019	0.0008	0.9125	0.0057	0.0056	GCA_000009165	AM039952.1	CAJ23171.1	1736217..1737212	short chain dehydrogenase, putative	XCV1539	
AM039952.1_prot_1545	III	0.9015	77	0.0056	0.0013	0.0002	0.9015	0.0821	0.0094	GCA_000009165	AM039952.1	CAJ23177.1	1745341..1745574	conserved hypothetical protein	XCV1545	
AM039952.1_prot_1547	III	0.8906	93	0.0668	0.0077	0.001	0.8906	0.0061	0.0277	GCA_000009165	AM039952.1	CAJ23179.1	1747578..1747859	conserved hypothetical protein	XCV1547	
AM039952.1_prot_1548	III	0.6297	58	0.2738	0.0035	0.0003	0.6297	0.0859	0.0068	GCA_000009165	AM039952.1	CAJ23180.1	1747938..1748114	hypothetical protein	XCV1548	
AM039952.1_prot_1554	III	0.9171	183	0.0026	0.0008	0.0003	0.9171	0.0086	0.0707	GCA_000009165	AM039952.1	CAJ23186.1	1753583..1754134	hypothetical protein	XCV1554	
AM039952.1_prot_1555	VI	0.8016	624	0.1318	0.0345	0.006	0.0191	0.0071	0.8016	GCA_000009165	AM039952.1	CAJ23187.1	1754158..1756032	putative subtilase family serine protease	XCV1555	
AM039952.1_prot_1568	III	0.4816	93	0.241	0.0019	0.0005	0.4816	0.0341	0.2409	GCA_000009165	AM039952.1	CAJ23201.1	complement(1768666..1768947)	hypothetical protein	XCV1568	
AM039952.1_prot_1579	III	0.866	309	0.039	0.0021	0.0009	0.866	0.0075	0.0845	GCA_000009165	AM039952.1	CAJ23216.1	complement(1783958..1784887)	conserved hypothetical protein	XCV1579	
AM039952.1_prot_1581	III	0.3579	166	0.0461	0.0721	0.3324	0.3579	0.0955	0.096	GCA_000009165	AM039952.1	CAJ23218.1	complement(1786617..1787117)	putative secreted protein	XCV1581	
AM039952.1_prot_1588	VI	0.2635	272	0.1833	0.2398	0.2501	0.0132	0.0501	0.2635	GCA_000009165	AM039952.1	CAJ23229.1	complement(1794380..1795198)	putative secreted protein	XCV1588	
AM039952.1_prot_1624	III	0.9641	126	0.013	0.0001	0.0002	0.9641	0.0219	0.0007	GCA_000009165	AM039952.1	CAJ23286.1	complement(1837514..1837894)	conserved hypothetical protein	XCV1624	
AM039952.1_prot_1630	III	0.8377	191	0.0494	0.01	0.0414	0.8377	0.0046	0.0569	GCA_000009165	AM039952.1	CAJ23297.1	complement(1842592..1843167)	putative N-acetylmuramoyl-L-alanine amidase	XCV1630	
AM039952.1_prot_1647	VI	0.8607	178	0.0778	0.0329	0.0045	0.0231	0.001	0.8607	GCA_000009165	AM039952.1	CAJ23324.1	1859628..1860164	conserved hypothetical protein	XCV1647	
AM039952.1_prot_1648	VI	0.7103	176	0.0047	0.0024	0.0005	0.2807	0.0014	0.7103	GCA_000009165	AM039952.1	CAJ23325.1	1860207..1860737	conserved hypothetical protein	XCV1648	
AM039952.1_prot_1649	VI	0.9411	205	0.0037	0.002	0.0002	0.0521	0.0009	0.9411	GCA_000009165	AM039952.1	CAJ23326.1	1860789..1861406	conserved hypothetical protein	XCV1649	
AM039952.1_prot_1651	III	0.9965	157	0.0015	0.0001	0.0001	0.9965	0.0005	0.0013	GCA_000009165	AM039952.1	CAJ23328.1	1861714..1862187	hypothetical protein	XCV1651	
AM039952.1_prot_1652	II	0.5928	247	0.1048	0.0045	0.5928	0.14	0.0484	0.1095	GCA_000009165	AM039952.1	CAJ23329.1	1862407..1863150	putative secreted protein	XCV1652	
AM039952.1_prot_1653	III	0.9452	332	0.0379	0.0002	0.0001	0.9452	0.0075	0.0091	GCA_000009165	AM039952.1	CAJ23330.1	1863190..1864188	putative membrane protein	XCV1653	
AM039952.1_prot_1657	III	0.9775	108	0.0012	0.0062	0.0006	0.9775	0.0092	0.0053	GCA_000009165	AM039952.1	CAJ23334.1	complement(1866248..1866574)	conserved hypothetical protein	XCV1657	
AM039952.1_prot_1681	III	0.4877	74	0.2381	0.0012	0.0002	0.4877	0.0146	0.2582	GCA_000009165	AM039952.1	CAJ23358.1	1896759..1896983	hypothetical protein	XCV1681	
AM039952.1_prot_1685	III	0.7087	91	0.1692	0.0025	0.001	0.7087	0.0664	0.0522	GCA_000009165	AM039952.1	CAJ23362.1	complement(1900193..1900468)	conserved hypothetical protein	XCV1685	
AM039952.1_prot_1723	III	0.5949	157	0.2636	0.0013	0.0006	0.5949	0.1361	0.0035	GCA_000009165	AM039952.1	CAJ23400.1	1941739..1942212	NDP-hexose isomerase	XCV1723	
AM039952.1_prot_1732	III	0.7157	376	0.271	0.0007	0.0011	0.7157	0.0054	0.0061	GCA_000009165	AM039952.1	CAJ23409.1	1950754..1951884	putative glycosyltransferase	XCV1732	
AM039952.1_prot_1734	III	0.7363	404	0.2126	0.0004	0.0006	0.7363	0.0459	0.0043	GCA_000009165	AM039952.1	CAJ23411.1	complement(1953240..1954454)	conserved hypothetical protein	XCV1734	
AM039952.1_prot_1736	III	0.9799	352	0.0141	0.0002	0.0002	0.9799	0.0022	0.0034	GCA_000009165	AM039952.1	CAJ23413.1	1956195..1957253	conserved hypothetical protein	XCV1736	
AM039952.1_prot_1822	II	0.7369	651	0.0362	0.0552	0.7369	0.1566	0.0021	0.013	GCA_000009165	AM039952.1	CAJ23499.1	complement(2053877..2055832)	putative secreted protein	XCV1822	
AM039952.1_prot_1826	II	0.9194	325	0.0272	0.0181	0.9194	0.014	0.0048	0.0165	GCA_000009165	AM039952.1	CAJ23503.1	2063218..2064195	putative endo-1,4-beta-mannosidase	XCV1826	
AM039952.1_prot_1839	III	0.616	126	0.1726	0.0008	0.0002	0.616	0.187	0.0235	GCA_000009165	AM039952.1	CAJ23516.1	2077341..2077721	hypothetical protein	XCV1839	
AM039952.1_prot_1861	I	0.835	3709	0.0319	0.835	0.0196	0.0167	0.0006	0.0963	GCA_000009165	AM039952.1	CAJ23538.1	2097680..2108809	filamentous hemagglutinin-related protein	XCV1861	fhaB2
AM039952.1_prot_1882	II	0.7319	528	0.1433	0.0194	0.7319	0.0179	0.0539	0.0335	GCA_000009165	AM039952.1	CAJ23559.1	2128011..2129597	putative secreted protein	XCV1882	
AM039952.1_prot_1893	II	0.4567	619	0.316	0.0023	0.4567	0.0199	0.0051	0.1999	GCA_000009165	AM039952.1	CAJ23570.1	2140426..2142285	putative secreted protein	XCV1893	
AM039952.1_prot_1900	III	0.7598	82	0.2349	0.0003	0.0002	0.7598	0.0041	0.0008	GCA_000009165	AM039952.1	CAJ23577.1	2146768..2147016	ferrous iron transport protein FeoA	XCV1900	feoA
AM039952.1_prot_1911	III	0.5814	330	0.1627	0.002	0.0024	0.5814	0.0011	0.2505	GCA_000009165	AM039952.1	CAJ23588.1	2158698..2159690	putative regulatory protein RpfE	XCV1911	rpfE
AM039952.1_prot_1923	VI	0.4454	79	0.3148	0.0022	0.0002	0.2058	0.0315	0.4454	GCA_000009165	AM039952.1	CAJ23600.1	2174215..2174454	hypothetical protein	XCV1923	
AM039952.1_prot_1943	III	0.9276	142	0.0255	0.0003	0.0001	0.9276	0.03	0.0166	GCA_000009165	AM039952.1	CAJ23620.1	complement(2206630..2207058)	hypothetical protein	XCV1943	
AM039952.1_prot_1970	III	0.9867	148	0.009	0.0005	0.0001	0.9867	0.0031	0.0007	GCA_000009165	AM039952.1	CAJ23647.1	2245412..2245858	hypothetical protein	XCV1970	
AM039952.1_prot_1971	III	0.8037	138	0.1581	0.0022	0.0009	0.8037	0.0094	0.0257	GCA_000009165	AM039952.1	CAJ23648.1	2245855..2246271	conserved hypothetical protein	XCV1971	
AM039952.1_prot_1984	III	0.9903	108	0.0051	0.0003	0.0001	0.9903	0.0041	0.0002	GCA_000009165	AM039952.1	CAJ23661.1	complement(2264132..2264458)	hypothetical protein	XCV1984	
AM039952.1_prot_1993	III	0.7398	430	0.1822	0.0384	0.0101	0.7398	0.0024	0.0271	GCA_000009165	AM039952.1	CAJ23670.1	complement(2272902..2274194)	flagellar hook-length control protein FliK	XCV1993	fliK
AM039952.1_prot_1996	III	0.649	206	0.3196	0.0115	0.0022	0.649	0.009	0.0087	GCA_000009165	AM039952.1	CAJ23673.1	complement(2276023..2276643)	flagellar biosynthesis/type III secretory pathway protein FliH	XCV1996	fliH
AM039952.1_prot_1999	III	0.5262	123	0.4662	0.0019	0.0008	0.5262	0.0029	0.0019	GCA_000009165	AM039952.1	CAJ23676.1	complement(2279378..2279749)	flagellar hook-basal body complex protein FliE	XCV1999	fliE
AM039952.1_prot_2006	III	0.7928	204	0.1659	0.0057	0.001	0.7928	0.0213	0.0133	GCA_000009165	AM039952.1	CAJ23683.1	complement(2288952..2289566)	conserved hypothetical protein	XCV2006	
AM039952.1_prot_2008	III	0.5799	219	0.2577	0.0351	0.0036	0.5799	0.1118	0.0119	GCA_000009165	AM039952.1	CAJ23685.1	complement(2290733..2291392)	putative acetyltransferase	XCV2008	
AM039952.1_prot_2018	III	0.9233	188	0.0472	0.0002	0.0007	0.9233	0.0023	0.0264	GCA_000009165	AM039952.1	CAJ23695.1	complement(2299681..2300247)	conserved hypothetical protein	XCV2018	
AM039952.1_prot_2021	I	0.5052	441	0.0388	0.5052	0.0259	0.3995	0.0129	0.0177	GCA_000009165	AM039952.1	CAJ23698.1	complement(2301113..2302438)	flagellar capping protein	XCV2021	fliD
AM039952.1_prot_2023	III	0.5056	401	0.4395	0.0269	0.0107	0.5056	0.0148	0.0026	GCA_000009165	AM039952.1	CAJ23700.1	complement(2304227..2305432)	flagellin and related hook-associated proteins	XCV2023	flgL
AM039952.1_prot_2036	III	0.9971	103	0.0004	0.0018	0.0004	0.9971	0.0001	0.0001	GCA_000009165	AM039952.1	CAJ23713.1	2317913..2318224	Negative regulator of flagellin synthesis	XCV2036	
AM039952.1_prot_2037	III	0.6666	110	0.0945	0.0004	0.0003	0.6666	0.235	0.0032	GCA_000009165	AM039952.1	CAJ23714.1	2318240..2318572	conserved hypothetical protein	XCV2037	
AM039952.1_prot_2040	III	0.8693	710	0.1024	0.0028	0.0011	0.8693	0.0095	0.0149	GCA_000009165	AM039952.1	CAJ23717.1	complement(2321826..2323958)	sensory box histidine kinase	XCV2040	
AM039952.1_prot_2043	III	0.9934	94	0.0007	0.0013	0.0001	0.9934	0.0043	0.0002	GCA_000009165	AM039952.1	CAJ23720.1	complement(2327813..2328097)	putative secreted protein	XCV2043	
AM039952.1_prot_2058	VI	0.4548	223	0.3026	0.0135	0.0662	0.043	0.1199	0.4548	GCA_000009165	AM039952.1	CAJ23735.1	2344431..2345102	outer membrane lipoprotein-sorting protein LolA	XCV2058	lolA
AM039952.1_prot_2059	III	0.9985	1388	0.0001	0.0	0.0	0.9985	0.0013	0.0001	GCA_000009165	AM039952.1	CAJ23736.1	complement(2345218..2349384)	putative secreted protein	XCV2059	
AM039952.1_prot_2076	III	0.7162	71	0.1304	0.0009	0.0002	0.7162	0.1419	0.0104	GCA_000009165	AM039952.1	CAJ23753.1	2369145..2369360	conserved hypothetical protein	XCV2076	
AM039952.1_prot_2078	III	0.9107	176	0.0263	0.0007	0.0002	0.9107	0.0437	0.0184	GCA_000009165	AM039952.1	CAJ23755.1	2370438..2370968	conserved hypothetical protein	XCV2078	
AM039952.1_prot_2085	III	0.9084	120	0.0034	0.0012	0.0001	0.9084	0.0007	0.0863	GCA_000009165	AM039952.1	CAJ23762.1	2376619..2376981	conserved hypothetical protein	XCV2085	
AM039952.1_prot_2100	III	0.4383	306	0.2966	0.0398	0.0735	0.4383	0.0081	0.1436	GCA_000009165	AM039952.1	CAJ23777.1	2394702..2395622	conserved hypothetical protein	XCV2100	
AM039952.1_prot_2103	I	0.6947	3397	0.0098	0.6947	0.2744	0.0062	0.0089	0.006	GCA_000009165	AM039952.1	CAJ23780.1	2399348..2409541	filamentous hemagglutinin-related protein	XCV2103	yapH2
